"Time","Points:0","Points:1","Points:2","U:0","U:1","U:2","alpha.water","p_rgh"
0,0.038087,0.041999,0,0.5,0,0.8,0,0.36
0,0.050783,0.041999,0,0.5,0,0.8,0,0.36
0,0.063478,0.041999,0,0.5,0,0.8,0,0.36
0,0.076174,0.041999,0,0.5,0,0.8,0,0.36
0,0.08887,0.041999,0,0.5,0,0.8,0,0.36
0,0.10157,0.041999,0,0.5,0,0.8,0,0.36
0,0.11426,0.041999,0,0.5,0,0.8,0,0.36
0,0.12696,0.041999,0,0.5,0,0.8,0,0.36
0,0.13965,0.041999,0,0.5,0,0.8,0,0.36
0,0.15235,0.041999,0,0.5,0,0.8,0,0.36
0,0.16504,0.041999,0,0.5,0,0.8,0,0.36
0,0.17774,0.041999,0,0.5,0,0.8,0,0.36
0,0.19043,0.041999,0,0.5,0,0.8,0,0.36
0,0.20313,0.041999,0,0.5,0,0.8,0,0.36
0,0.21583,0.041999,0,0.5,0,0.8,0,0.36
0,0.22852,0.041999,0,0.5,0,0.8,0,0.36
0,0.24122,0.041999,0,0.5,0,0.8,0,0.36
0,0.25391,0.041999,0,0.5,0,0.8,0,0.36
0,0.26661,0.041999,0,0.5,0,0.8,0,0.36
0,0.2793,0.041999,0,0.5,0,0.8,0,0.36
0,0.292,0.041999,0,0.5,0,0.8,0,0.36
0,0,0.047999,0,0.5,0,0.8,0,0.36
0,0.012696,0.047999,0,0.5,0,0.8,0,0.36
0,0.025391,0.047999,0,0.5,0,0.8,0,0.36
0,0.038087,0.047999,0,0.5,0,0.8,0,0.36
0,0.050783,0.047999,0,0.5,0,0.8,0,0.36
0,0.063478,0.047999,0,0.5,0,0.8,0,0.36
0,0.076174,0.047999,0,0.5,0,0.8,0,0.36
0,0.08887,0.047999,0,0.5,0,0.8,0,0.36
0,0.10157,0.047999,0,0.5,0,0.8,0,0.36
0,0.11426,0.047999,0,0.5,0,0.8,0,0.36
0,0.12696,0.047999,0,0.5,0,0.8,0,0.36
0,0.13965,0.047999,0,0.5,0,0.8,0,0.36
0,0.15235,0.047999,0,0.5,0,0.8,0,0.36
0,0.16504,0.047999,0,0.5,0,0.8,0,0.36
0,0.17774,0.047999,0,0.5,0,0.8,0,0.36
0,0.19043,0.047999,0,0.5,0,0.8,0,0.36
0,0.20313,0.047999,0,0.5,0,0.8,0,0.36
0,0.21583,0.047999,0,0.5,0,0.8,0,0.36
0,0.22852,0.047999,0,0.5,0,0.8,0,0.36
0,0.24122,0.047999,0,0.5,0,0.8,0,0.36
0,0.25391,0.047999,0,0.5,0,0.8,0,0.36
0,0.26661,0.047999,0,0.5,0,0.8,0,0.36
0,0.2793,0.047999,0,0.5,0,0.8,0,0.36
0,0.292,0.047999,0,0.5,0,0.8,0,0.36
0,0,0,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0,0.0146,0.5,0,0.8,0,0.36
0,0.292,0,0.0146,0.5,0,0.8,0,0.36
0,0,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.0059999,0.0146,0.5,0,0.8,0,0.36
0,0,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.012,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.012,0.0146,0.5,0,0.8,0,0.36
0,0,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.018,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.018,0.0146,0.5,0,0.8,0,0.36
0,0,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.023999,0.0146,0.5,0,0.8,0,0.36
0,0,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.029999,0.0146,0.5,0,0.8,0,0.36
0,0,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.035999,0.0146,0.5,0,0.8,0,0.36
0,0,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.041999,0.0146,0.5,0,0.8,0,0.36
0,0,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.012696,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.025391,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.038087,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.050783,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.063478,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.076174,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.08887,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.10157,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.11426,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.12696,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.13965,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.15235,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.16504,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.17774,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.19043,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.20313,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.21583,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.22852,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.24122,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.25391,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.26661,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.2793,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.292,0.047999,0.0146,0.5,0,0.8,0,0.36
0,0.316,0,0,0.5,0,0.8,0,0.36
0,0.3301,0,0,0.5,0,0.8,0,0.36
0,0.34421,0,0,0.5,0,0.8,0,0.36
0,0.35832,0,0,0.5,0,0.8,0,0.36
0,0.37242,0,0,0.5,0,0.8,0,0.36
0,0.38653,0,0,0.5,0,0.8,0,0.36
0,0.40063,0,0,0.5,0,0.8,0,0.36
0,0.41474,0,0,0.5,0,0.8,0,0.36
0,0.42884,0,0,0.5,0,0.8,0,0.36
0,0.44295,0,0,0.5,0,0.8,0,0.36
0,0.45705,0,0,0.5,0,0.8,0,0.36
0,0.47116,0,0,0.5,0,0.8,0,0.36
0,0.48526,0,0,0.5,0,0.8,0,0.36
0,0.49937,0,0,0.5,0,0.8,0,0.36
0,0.51347,0,0,0.5,0,0.8,0,0.36
0,0.52758,0,0,0.5,0,0.8,0,0.36
0,0.54168,0,0,0.5,0,0.8,0,0.36
0,0.55579,0,0,0.5,0,0.8,0,0.36
0,0.56989,0,0,0.5,0,0.8,0,0.36
