"t","x","y"
2.1002,0.0,0.26495177
2.1002,0.0,0.2777137
2.1002,0.0,0.2904756
2.1002,0.0,0.30323756
2.1002,0.0,0.31599948
2.1002,0.0,0.3287614
2.1002,0.0,0.34152335
2.1002,0.0,0.35428527
2.1002,0.0,0.3670472
2.1002,0.0,0.37980914
2.1002,0.0,0.39257106
2.1002,0.0,0.40533298
2.1002,0.0,0.4180949
2.1002,0.0,0.43085685
2.1002,0.0,0.44361877
2.1002,0.0,0.4563807
2.1002,0.0,0.46914265
2.1002,0.0,0.48190457
2.1002,0.0,0.4946665
2.1002,0.0,0.5074284
2.1002,0.0,0.52019036
2.1002,0.0,0.5329523
2.1002,0.0,0.5457142
2.1002,0.0,0.55847615
2.1002,0.0,0.57123804
2.1002,0.0,0.584
2.1996,0.0,0.0
2.1996,0.0,0.00599987
2.1996,0.0,0.01199974
2.1996,0.0,0.01799961
2.1996,0.0,0.02399948
2.1996,0.0,0.02999935
2.1996,0.0,0.03599922
2.1996,0.0,0.04199909
2.1996,0.0,0.04799896
2.1996,0.0,0.06076089
2.1996,0.0,0.07352282
2.1996,0.0,0.08628475
2.1996,0.0,0.09904668
2.1996,0.0,0.111808605
2.1996,0.0,0.12457053
2.1996,0.0,0.13733247
2.1996,0.0,0.15009439
2.1996,0.0,0.16285633
2.1996,0.0,0.17561826
2.1996,0.0,0.18838018
2.1996,0.0,0.20114212
2.1996,0.0,0.21390404
2.1996,0.0,0.22666597
2.1996,0.0,0.23942791
2.1996,0.0,0.25218984
2.1996,0.0,0.26495177
2.1996,0.0,0.2777137
2.1996,0.0,0.2904756
2.1996,0.0,0.30323756
2.1996,0.0,0.31599948
2.1996,0.0,0.3287614
2.1996,0.0,0.34152335
2.1996,0.0,0.35428527
2.1996,0.0,0.3670472
2.1996,0.0,0.37980914
2.1996,0.0,0.39257106
2.1996,0.0,0.40533298
2.1996,0.0,0.4180949
2.1996,0.0,0.43085685
2.1996,0.0,0.44361877
2.1996,0.0,0.4563807
2.1996,0.0,0.46914265
2.1996,0.0,0.48190457
2.1996,0.0,0.4946665
2.1996,0.0,0.5074284
2.1996,0.0,0.52019036
2.1996,0.0,0.5329523
2.1996,0.0,0.5457142
2.1996,0.0,0.55847615
2.1996,0.0,0.57123804
2.1996,0.0,0.584
2.2994,0.0,0.0
2.2994,0.0,0.00599987
2.2994,0.0,0.01199974
2.2994,0.0,0.01799961
2.2994,0.0,0.02399948
2.2994,0.0,0.02999935
2.2994,0.0,0.03599922
2.2994,0.0,0.04199909
2.2994,0.0,0.04799896
2.2994,0.0,0.06076089
2.2994,0.0,0.07352282
2.2994,0.0,0.08628475
2.2994,0.0,0.09904668
2.2994,0.0,0.111808605
2.2994,0.0,0.12457053
2.2994,0.0,0.13733247
2.2994,0.0,0.15009439
2.2994,0.0,0.16285633
2.2994,0.0,0.17561826
2.2994,0.0,0.18838018
2.2994,0.0,0.20114212
2.2994,0.0,0.21390404
2.2994,0.0,0.22666597
2.2994,0.0,0.23942791
2.2994,0.0,0.25218984
2.2994,0.0,0.26495177
2.2994,0.0,0.2777137
2.2994,0.0,0.2904756
2.2994,0.0,0.30323756
2.2994,0.0,0.31599948
2.2994,0.0,0.3287614
2.2994,0.0,0.34152335
2.2994,0.0,0.35428527
2.2994,0.0,0.3670472
2.2994,0.0,0.37980914
2.2994,0.0,0.39257106
2.2994,0.0,0.40533298
2.2994,0.0,0.4180949
2.2994,0.0,0.43085685
2.2994,0.0,0.44361877
2.2994,0.0,0.4563807
2.2994,0.0,0.46914265
2.2994,0.0,0.48190457
2.2994,0.0,0.4946665
2.2994,0.0,0.5074284
2.2994,0.0,0.52019036
2.2994,0.0,0.5329523
2.2994,0.0,0.5457142
2.2994,0.0,0.55847615
2.2994,0.0,0.57123804
2.2994,0.0,0.584
2.3992,0.0,0.0
2.3992,0.0,0.00599987
2.3992,0.0,0.01199974
2.3992,0.0,0.01799961
2.3992,0.0,0.02399948
2.3992,0.0,0.02999935
2.3992,0.0,0.03599922
2.3992,0.0,0.04199909
2.3992,0.0,0.04799896
2.3992,0.0,0.06076089
2.3992,0.0,0.07352282
2.3992,0.0,0.08628475
2.3992,0.0,0.09904668
2.3992,0.0,0.111808605
2.3992,0.0,0.12457053
2.3992,0.0,0.13733247
2.3992,0.0,0.15009439
2.3992,0.0,0.16285633
2.3992,0.0,0.17561826
2.3992,0.0,0.18838018
2.3992,0.0,0.20114212
2.3992,0.0,0.21390404
2.3992,0.0,0.22666597
2.3992,0.0,0.23942791
2.3992,0.0,0.25218984
2.3992,0.0,0.26495177
2.3992,0.0,0.2777137
2.3992,0.0,0.2904756
2.3992,0.0,0.30323756
2.3992,0.0,0.31599948
2.3992,0.0,0.3287614
2.3992,0.0,0.34152335
2.3992,0.0,0.35428527
2.3992,0.0,0.3670472
2.3992,0.0,0.37980914
2.3992,0.0,0.39257106
2.3992,0.0,0.40533298
2.3992,0.0,0.4180949
2.3992,0.0,0.43085685
2.3992,0.0,0.44361877
2.3992,0.0,0.4563807
2.3992,0.0,0.46914265
2.3992,0.0,0.48190457
2.3992,0.0,0.4946665
2.3992,0.0,0.5074284
2.3992,0.0,0.52019036
2.3992,0.0,0.5329523
2.3992,0.0,0.5457142
2.3992,0.0,0.55847615
2.3992,0.0,0.57123804
2.3992,0.0,0.584
2.4993,0.0,0.0
2.4993,0.0,0.00599987
2.4993,0.0,0.01199974
2.4993,0.0,0.01799961
2.4993,0.0,0.02399948
2.4993,0.0,0.02999935
2.4993,0.0,0.03599922
2.4993,0.0,0.04199909
2.4993,0.0,0.04799896
2.4993,0.0,0.06076089
2.4993,0.0,0.07352282
2.4993,0.0,0.08628475
2.4993,0.0,0.09904668
2.4993,0.0,0.111808605
2.4993,0.0,0.12457053
2.4993,0.0,0.13733247
2.4993,0.0,0.15009439
2.4993,0.0,0.16285633
2.4993,0.0,0.17561826
2.4993,0.0,0.18838018
2.4993,0.0,0.20114212
2.4993,0.0,0.21390404
2.4993,0.0,0.22666597
2.4993,0.0,0.23942791
2.4993,0.0,0.25218984
2.4993,0.0,0.26495177
2.4993,0.0,0.2777137
2.4993,0.0,0.2904756
2.4993,0.0,0.30323756
2.4993,0.0,0.31599948
2.4993,0.0,0.3287614
2.4993,0.0,0.34152335
2.4993,0.0,0.35428527
2.4993,0.0,0.3670472
2.4993,0.0,0.37980914
2.4993,0.0,0.39257106
2.4993,0.0,0.40533298
2.4993,0.0,0.4180949
2.4993,0.0,0.43085685
2.4993,0.0,0.44361877
2.4993,0.0,0.4563807
2.4993,0.0,0.46914265
2.4993,0.0,0.48190457
2.4993,0.0,0.4946665
2.4993,0.0,0.5074284
2.4993,0.0,0.52019036
2.4993,0.0,0.5329523
2.4993,0.0,0.5457142
2.4993,0.0,0.55847615
2.4993,0.0,0.57123804
2.4993,0.0,0.584
2.6011,0.0,0.0
2.6011,0.0,0.00599987
2.6011,0.0,0.01199974
