Time,x,y,z,Ux,Uy,h
10,0,0.5,0,0.10009,0,0.0099909
10,0,0.55,0,0.10008,0,0.009992
10,0,0.6,0,0.10005,0,0.0099951
10,0,0.65,0,0.1,0,0.0099997
10,0,0.7,0,0.099952,0,0.010005
10,0,0.75,0,0.099904,0,0.01001
10,0,0.8,0,0.099869,0,0.010013
10,0,0.85,0,0.099847,0,0.010015
10,0,0.9,0,0.099834,0,0.010017
10,0,0.95,0,0.099828,0,0.010017
10,0,1,0,0.099826,0,0.010018
11,0,0,0,0.099961,0,0.010004
11,0,0.05,0,0.099959,0,0.010004
11,0,0.1,0,0.099954,0,0.010005
11,0,0.15,0,0.099951,0,0.010005
11,0,0.2,0,0.099955,0,0.010004
11,0,0.25,0,0.099969,0,0.010003
11,0,0.3,0,0.099991,0,0.010001
11,0,0.35,0,0.10002,0,0.0099982
11,0,0.4,0,0.10004,0,0.0099955
11,0,0.45,0,0.10006,0,0.0099937
11,0,0.5,0,0.10007,0,0.0099931
11,0,0.55,0,0.10006,0,0.0099936
11,0,0.6,0,0.10005,0,0.0099952
11,0,0.65,0,0.10002,0,0.0099978
11,0,0.7,0,0.099996,0,0.01
11,0,0.75,0,0.099976,0,0.010002
11,0,0.8,0,0.099963,0,0.010004
11,0,0.85,0,0.09996,0,0.010004
11,0,0.9,0,0.099965,0,0.010004
11,0,0.95,0,0.099971,0,0.010003
11,0,1,0,0.099974,0,0.010003
12,0,0,0,0.10012,0,0.0099876
12,0,0.05,0,0.10012,0,0.0099875
12,0,0.1,0,0.10013,0,0.0099875
12,0,0.15,0,0.10012,0,0.0099881
12,0,0.2,0,0.1001,0,0.0099901
12,0,0.25,0,0.10006,0,0.009994
12,0,0.3,0,0.1,0,0.0099999
12,0,0.35,0,0.099928,0,0.010007
12,0,0.4,0,0.099856,0,0.010014
12,0,0.45,0,0.099803,0,0.01002
12,0,0.5,0,0.099785,0,0.010022
12,0,0.55,0,0.099804,0,0.01002
12,0,0.6,0,0.099857,0,0.010014
12,0,0.65,0,0.09993,0,0.010007
12,0,0.7,0,0.1,0,0.0099996
12,0,0.75,0,0.10006,0,0.0099936
12,0,0.8,0,0.1001,0,0.0099896
12,0,0.85,0,0.10013,0,0.0099875
12,0,0.9,0,0.10013,0,0.0099867
12,0,0.95,0,0.10013,0,0.0099866
12,0,1,0,0.10013,0,0.0099867
13,0,0,0,0.09999,0,0.010001
13,0,0.05,0,0.099988,0,0.010001
13,0,0.1,0,0.099986,0,0.010001
13,0,0.15,0,0.09999,0,0.010001
13,0,0.2,0,0.10001,0,0.0099993
13,0,0.25,0,0.10004,0,0.0099958
13,0,0.3,0,0.10009,0,0.009991
13,0,0.35,0,0.10014,0,0.0099855
13,0,0.4,0,0.1002,0,0.0099805
13,0,0.45,0,0.10023,0,0.009977
13,0,0.5,0,0.10024,0,0.0099757
13,0,0.55,0,0.10023,0,0.0099769
13,0,0.6,0,0.1002,0,0.0099804
13,0,0.65,0,0.10015,0,0.0099853
13,0,0.7,0,0.10009,0,0.0099906
13,0,0.75,0,0.10005,0,0.0099954
13,0,0.8,0,0.10001,0,0.0099987
13,0,0.85,0,0.099997,0,0.01
13,0,0.9,0,0.099994,0,0.010001
13,0,0.95,0,0.099998,0,0.01
13,0,1,0,0.1,0,0.0099999
14,0,0,0,0.099972,0,0.010003
14,0,0.05,0,0.099978,0,0.010002
14,0,0.1,0,0.099994,0,0.010001
14,0,0.15,0,0.10001,0,0.0099986
14,0,0.2,0,0.10003,0,0.009997
14,0,0.25,0,0.10004,0,0.0099963
14,0,0.3,0,0.10003,0,0.0099967
14,0,0.35,0,0.10002,0,0.0099983
14,0,0.4,0,0.099997,0,0.01
14,0,0.45,0,0.099981,0,0.010002
14,0,0.5,0,0.099975,0,0.010003
14,0,0.55,0,0.099982,0,0.010002
14,0,0.6,0,0.1,0,0.01
14,0,0.65,0,0.10002,0,0.0099979
14,0,0.7,0,0.10004,0,0.0099962
14,0,0.75,0,0.10004,0,0.0099956
14,0,0.8,0,0.10004,0,0.0099962
14,0,0.85,0,0.10002,0,0.0099977
14,0,0.9,0,0.1,0,0.0099996
14,0,0.95,0,0.09999,0,0.010001
14,0,1,0,0.099984,0,0.010002
15,0,0,0,0.10007,0,0.0099927
15,0,0.05,0,0.10007,0,0.0099932
15,0,0.1,0,0.10005,0,0.0099948
15,0,0.15,0,0.10003,0,0.009997
15,0,0.2,0,0.10001,0,0.0099995
15,0,0.25,0,0.099982,0,0.010002
15,0,0.3,0,0.099964,0,0.010004
15,0,0.35,0,0.099953,0,0.010005
15,0,0.4,0,0.099948,0,0.010005
15,0,0.45,0,0.099946,0,0.010005
15,0,0.5,0,0.099946,0,0.010005
15,0,0.55,0,0.099948,0,0.010005
15,0,0.6,0,0.099951,0,0.010005
15,0,0.65,0,0.099958,0,0.010004
15,0,0.7,0,0.099971,0,0.010003
15,0,0.75,0,0.099991,0,0.010001
15,0,0.8,0,0.10002,0,0.0099984
15,0,0.85,0,0.10004,0,0.0099958
15,0,0.9,0,0.10007,0,0.0099935
15,0,0.95,0,0.10008,0,0.0099918
15,0,1,0,0.10009,0,0.0099912
16,0,0,0,0.10002,0,0.0099981
16,0,0.05,0,0.10002,0,0.0099981
16,0,0.1,0,0.10002,0,0.0099979
16,0,0.15,0,0.10002,0,0.0099977
16,0,0.2,0,0.10003,0,0.0099973
16,0,0.25,0,0.10003,0,0.0099966
16,0,0.3,0,0.10004,0,0.0099955
16,0,0.35,0,0.10006,0,0.0099943
16,0,0.4,0,0.10007,0,0.0099931
16,0,0.45,0,0.10008,0,0.0099922
16,0,0.5,0,0.10008,0,0.0099918
16,0,0.55,0,0.10008,0,0.009992
16,0,0.6,0,0.10007,0,0.0099928
16,0,0.65,0,0.10006,0,0.0099938
16,0,0.7,0,0.10005,0,0.0099948
16,0,0.75,0,0.10004,0,0.0099957
16,0,0.8,0,0.10004,0,0.0099962
16,0,0.85,0,0.10003,0,0.0099965
16,0,0.9,0,0.10003,0,0.0099966
16,0,0.95,0,0.10003,0,0.0099965
16,0,1,0,0.10003,0,0.0099965
17,0,0,0,0.099988,0,0.010001
17,0,0.05,0,0.099995,0,0.010001
17,0,0.1,0,0.10001,0,0.0099989
17,0,0.15,0,0.10003,0,0.0099968
17,0,0.2,0,0.10005,0,0.0099949
17,0,0.25,0,0.10006,0,0.0099937
17,0,0.3,0,0.10007,0,0.0099933
17,0,0.35,0,0.10006,0,0.0099936
17,0,0.4,0,0.10006,0,0.0099942
17,0,0.45,0,0.10005,0,0.0099948
17,0,0.5,0,0.10005,0,0.009995
17,0,0.55,0,0.10005,0,0.0099946
17,0,0.6,0,0.10006,0,0.0099939
17,0,0.65,0,0.10007,0,0.0099931
17,0,0.7,0,0.10007,0,0.0099927
17,0,0.75,0,0.10007,0,0.0099929
17,0,0.8,0,0.10006,0,0.009994
17,0,0.85,0,0.10004,0,0.0099957
17,0,0.9,0,0.10002,0,0.0099977
17,0,0.95,0,0.10001,0,0.0099992
17,0,1,0,0.1,0,0.0099998
18,0,0,0,0.10005,0,0.0099947
18,0,0.05,0,0.10005,0,0.0099953
18,0,0.1,0,0.10003,0,0.0099968
18,0,0.15,0,0.10001,0,0.0099989
18,0,0.2,0,0.099992,0,0.010001
18,0,0.25,0,0.099979,0,0.010002
18,0,0.3,0,0.099975,0,0.010002
18,0,0.35,0,0.09998,0,0.010002
18,0,0.4,0,0.099989,0,0.010001
18,0,0.45,0,0.099998,0,0.01
18,0,0.5,0,0.1,0,0.0099998
18,0,0.55,0,0.099999,0,0.01
18,0,0.6,0,0.099991,0,0.010001
18,0,0.65,0,0.099983,0,0.010002
18,0,0.7,0,0.09998,0,0.010002
18,0,0.75,0,0.099984,0,0.010002
18,0,0.8,0,0.099999,0,0.01
18,0,0.85,0,0.10002,0,0.0099981
18,0,0.9,0,0.10004,0,0.0099959
18,0,0.95,0,0.10006,0,0.0099942
18,0,1,0,0.10006,0,0.0099936
19,0,0,0,0.099975,0,0.010003
19,0,0.05,0,0.099978,0,0.010002
19,0,0.1,0,0.099985,0,0.010001
19,0,0.15,0,0.099993,0,0.010001
19,0,0.2,0,0.1,0,0.01
19,0,0.25,0,0.1,0,0.0099996
19,0,0.3,0,0.1,0,0.0099997
19,0,0.35,0,0.099999,0,0.01
19,0,0.4,0,0.099992,0,0.010001
19,0,0.45,0,0.099986,0,0.010001
19,0,0.5,0,0.099984,0,0.010002
19,0,0.55,0,0.099987,0,0.010001
19,0,0.6,0,0.099993,0,0.010001
19,0,0.65,0,0.1,0,0.0099999
19,0,0.7,0,0.10001,0,0.0099993
19,0,0.75,0,0.10001,0,0.0099991
19,0,0.8,0,0.10001,0,0.0099993
19,0,0.85,0,0.1,0,0.01
19,0,0.9,0,0.099993,0,0.010001
19,0,0.95,0,0.099987,0,0.010001
19,0,1,0,0.099985,0,0.010002
20,0,0,0,0.099959,0,0.010004
20,0,0.05,0,0.099959,0,0.010004
20,0,0.1,0,0.099958,0,0.010004
20,0,0.15,0,0.099957,0,0.010004
20,0,0.2,0,0.099957,0,0.010004
20,0,0.25,0,0.099958,0,0.010004
20,0,0.3,0,0.09996,0,0.010004
20,0,0.35,0,0.099963,0,0.010004
20,0,0.4,0,0.099965,0,0.010003
20,0,0.45,0,0.099968,0,0.010003
20,0,0.5,0,0.099969,0,0.010003
20,0,0.55,0,0.099969,0,0.010003
20,0,0.6,0,0.099968,0,0.010003
20,0,0.65,0,0.099966,0,0.010003
20,0,0.7,0,0.099965,0,0.010003
20,0,0.75,0,0.099964,0,0.010004
20,0,0.8,0,0.099965,0,0.010004
20,0,0.85,0,0.099967,0,0.010003
20,0,0.9,0,0.099969,0,0.010003
20,0,0.95,0,0.099972,0,0.010003
20,0,1,0,0.099973,0,0.010003
21,0,0,0,0.09996,0,0.010004
21,0,0.05,0,0.099961,0,0.010004
21,0,0.1,0,0.099966,0,0.010003
21,0,0.15,0,0.099972,0,0.010003
21,0,0.2,0,0.099981,0,0.010002
21,0,0.25,0,0.099989,0,0.010001
21,0,0.3,0,0.099997,0,0.01
21,0,0.35,0,0.1,0,0.0099996
21,0,0.4,0,0.10001,0,0.0099991
21,0,0.45,0,0.10001,0,0.0099987
21,0,0.5,0,0.10001,0,0.0099985
21,0,0.55,0,0.10001,0,0.0099985
21,0,0.6,0,0.10001,0,0.0099987
21,0,0.65,0,0.10001,0,0.0099991
21,0,0.7,0,0.1,0,0.0099996
21,0,0.75,0,0.099997,0,0.01
21,0,0.8,0,0.09999,0,0.010001
21,0,0.85,0,0.099984,0,0.010002
21,0,0.9,0,0.099979,0,0.010002
21,0,0.95,0,0.099975,0,0.010002
21,0,1,0,0.099974,0,0.010003
22,0,0,0,0.10003,0,0.0099971
22,0,0.05,0,0.10003,0,0.0099972
22,0,0.1,0,0.10002,0,0.0099975
22,0,0.15,0,0.10002,0,0.0099982
22,0,0.2,0,0.10001,0,0.0099991
22,0,0.25,0,0.099998,0,0.01
22,0,0.3,0,0.099985,0,0.010002
22,0,0.35,0,0.099973,0,0.010003
22,0,0.4,0,0.099964,0,0.010004
22,0,0.45,0,0.099958,0,0.010004
22,0,0.5,0,0.099956,0,0.010004
22,0,0.55,0,0.099959,0,0.010004
22,0,0.6,0,0.099967,0,0.010003
22,0,0.65,0,0.099978,0,0.010002
22,0,0.7,0,0.099991,0,0.010001
22,0,0.75,0,0.10001,0,0.0099995
22,0,0.8,0,0.10002,0,0.0099982
22,0,0.85,0,0.10003,0,0.0099971
22,0,0.9,0,0.10004,0,0.0099963
22,0,0.95,0,0.10004,0,0.0099957
22,0,1,0,0.10005,0,0.0099955
23,0,0,0,0.099962,0,0.010004
23,0,0.05,0,0.099962,0,0.010004
23,0,0.1,0,0.099962,0,0.010004
23,0,0.15,0,0.099962,0,0.010004
23,0,0.2,0,0.099965,0,0.010004
23,0,0.25,0,0.099969,0,0.010003
23,0,0.3,0,0.099977,0,0.010002
23,0,0.35,0,0.099985,0,0.010001
23,0,0.4,0,0.099994,0,0.010001
23,0,0.45,0,0.1,0,0.01
23,0,0.5,0,0.1,0,0.0099997
23,0,0.55,0,0.1,0,0.0099998
23,0,0.6,0,0.099997,0,0.01
23,0,0.65,0,0.09999,0,0.010001
23,0,0.7,0,0.099983,0,0.010002
23,0,0.75,0,0.099977,0,0.010002
23,0,0.8,0,0.099973,0,0.010003
23,0,0.85,0,0.099972,0,0.010003
23,0,0.9,0,0.099973,0,0.010003
23,0,0.95,0,0.099974,0,0.010003
23,0,1,0,0.099975,0,0.010003
24,0,0,0,0.099941,0,0.010006
24,0,0.05,0,0.099944,0,0.010006
24,0,0.1,0,0.099951,0,0.010005
24,0,0.15,0,0.099961,0,0.010004
24,0,0.2,0,0.09997,0,0.010003
24,0,0.25,0,0.099979,0,0.010002
24,0,0.3,0,0.099985,0,0.010002
24,0,0.35,0,0.099989,0,0.010001
24,0,0.4,0,0.099991,0,0.010001
24,0,0.45,0,0.099991,0,0.010001
24,0,0.5,0,0.099992,0,0.010001
24,0,0.55,0,0.099992,0,0.010001
24,0,0.6,0,0.099993,0,0.010001
24,0,0.65,0,0.099992,0,0.010001
24,0,0.7,0,0.099989,0,0.010001
24,0,0.75,0,0.099984,0,0.010002
24,0,0.8,0,0.099978,0,0.010002
24,0,0.85,0,0.099969,0,0.010003
24,0,0.9,0,0.099961,0,0.010004
24,0,0.95,0,0.099956,0,0.010004
24,0,1,0,0.099954,0,0.010005
25,0,0,0,0.10002,0,0.0099976
25,0,0.05,0,0.10002,0,0.0099978
25,0,0.1,0,0.10002,0,0.0099984
25,0,0.15,0,0.10001,0,0.0099993
25,0,0.2,0,0.099998,0,0.01
25,0,0.25,0,0.099987,0,0.010001
25,0,0.3,0,0.099979,0,0.010002
25,0,0.35,0,0.099974,0,0.010003
25,0,0.4,0,0.099971,0,0.010003
25,0,0.45,0,0.099969,0,0.010003
25,0,0.5,0,0.099969,0,0.010003
25,0,0.55,0,0.099971,0,0.010003
25,0,0.6,0,0.099973,0,0.010003
25,0,0.65,0,0.099978,0,0.010002
25,0,0.7,0,0.099985,0,0.010001
25,0,0.75,0,0.099994,0,0.010001
25,0,0.8,0,0.1,0,0.0099995
25,0,0.85,0,0.10002,0,0.0099984
25,0,0.9,0,0.10003,0,0.0099974
25,0,0.95,0,0.10003,0,0.0099967
25,0,1,0,0.10004,0,0.0099964
26,0,0,0,0.099991,0,0.010001
26,0,0.05,0,0.099992,0,0.010001
26,0,0.1,0,0.099995,0,0.010001
26,0,0.15,0,0.099997,0,0.01
26,0,0.2,0,0.1,0,0.01
26,0,0.25,0,0.1,0,0.0099998
26,0,0.3,0,0.1,0,0.0099998
26,0,0.35,0,0.1,0,0.0099997
26,0,0.4,0,0.1,0,0.0099997
26,0,0.45,0,0.1,0,0.0099997
26,0,0.5,0,0.1,0,0.0099997
26,0,0.55,0,0.1,0,0.0099996
26,0,0.6,0,0.10001,0,0.0099995
26,0,0.65,0,0.10001,0,0.0099994
26,0,0.7,0,0.10001,0,0.0099993
26,0,0.75,0,0.10001,0,0.0099992
26,0,0.8,0,0.10001,0,0.0099992
26,0,0.85,0,0.10001,0,0.0099993
26,0,0.9,0,0.10001,0,0.0099994
26,0,0.95,0,0.10001,0,0.0099995
26,0,1,0,0.10001,0,0.0099995
27,0,0,0,0.099984,0,0.010002
27,0,0.05,0,0.099985,0,0.010001
27,0,0.1,0,0.099989,0,0.010001
27,0,0.15,0,0.099996,0,0.01
27,0,0.2,0,0.1,0,0.0099996
27,0,0.25,0,0.10001,0,0.0099988
27,0,0.3,0,0.10002,0,0.0099979
27,0,0.35,0,0.10003,0,0.0099971
27,0,0.4,0,0.10003,0,0.0099965
27,0,0.45,0,0.10004,0,0.009996
27,0,0.5,0,0.10004,0,0.0099958
27,0,0.55,0,0.10004,0,0.0099959
27,0,0.6,0,0.10004,0,0.0099962
27,0,0.65,0,0.10003,0,0.0099967
27,0,0.7,0,0.10003,0,0.0099973
27,0,0.75,0,0.10002,0,0.009998
27,0,0.8,0,0.10001,0,0.0099988
27,0,0.85,0,0.10001,0,0.0099994
27,0,0.9,0,0.1,0,0.0099999
27,0,0.95,0,0.099998,0,0.01
27,0,1,0,0.099997,0,0.01
28,0,0,0,0.10002,0,0.0099979
28,0,0.05,0,0.10002,0,0.009998
28,0,0.1,0,0.10002,0,0.0099983
28,0,0.15,0,0.10001,0,0.0099987
28,0,0.2,0,0.10001,0,0.0099993
28,0,0.25,0,0.1,0,0.0099999
28,0,0.3,0,0.099995,0,0.01
28,0,0.35,0,0.09999,0,0.010001
28,0,0.4,0,0.099987,0,0.010001
28,0,0.45,0,0.099986,0,0.010001
28,0,0.5,0,0.099986,0,0.010001
28,0,0.55,0,0.099987,0,0.010001
28,0,0.6,0,0.09999,0,0.010001
28,0,0.65,0,0.099995,0,0.01
28,0,0.7,0,0.1,0,0.0099999
28,0,0.75,0,0.10001,0,0.0099992
28,0,0.8,0,0.10002,0,0.0099984
28,0,0.85,0,0.10002,0,0.0099977
28,0,0.9,0,0.10003,0,0.009997
28,0,0.95,0,0.10003,0,0.0099966
28,0,1,0,0.10004,0,0.0099964
29,0,0,0,0.099999,0,0.01
29,0,0.05,0,0.1,0,0.01
29,0,0.1,0,0.1,0,0.0099999
29,0,0.15,0,0.1,0,0.0099999
29,0,0.2,0,0.1,0,0.0099999
29,0,0.25,0,0.1,0,0.01
29,0,0.3,0,0.099998,0,0.01
29,0,0.35,0,0.099996,0,0.01
29,0,0.4,0,0.099993,0,0.010001
29,0,0.45,0,0.099992,0,0.010001
29,0,0.5,0,0.099991,0,0.010001
29,0,0.55,0,0.099993,0,0.010001
29,0,0.6,0,0.099996,0,0.01
29,0,0.65,0,0.1,0,0.01
29,0,0.7,0,0.1,0,0.0099996
29,0,0.75,0,0.10001,0,0.0099993
29,0,0.8,0,0.10001,0,0.009999
29,0,0.85,0,0.10001,0,0.0099989
29,0,0.9,0,0.10001,0,0.0099988
29,0,0.95,0,0.10001,0,0.0099987
29,0,1,0,0.10001,0,0.0099987
30,0,0,0,0.099978,0,0.010002
30,0,0.05,0,0.099979,0,0.010002
30,0,0.1,0,0.099983,0,0.010002
30,0,0.15,0,0.099988,0,0.010001
30,0,0.2,0,0.099996,0,0.01
30,0,0.25,0,0.1,0,0.0099996
30,0,0.3,0,0.10001,0,0.0099986
30,0,0.35,0,0.10002,0,0.0099977
30,0,0.4,0,0.10003,0,0.0099969
30,0,0.45,0,0.10004,0,0.0099964
30,0,0.5,0,0.10004,0,0.0099961
30,0,0.55,0,0.10004,0,0.0099962
30,0,0.6,0,0.10003,0,0.0099967
30,0,0.65,0,0.10003,0,0.0099974
30,0,0.7,0,0.10002,0,0.0099982
30,0,0.75,0,0.10001,0,0.009999
30,0,0.8,0,0.1,0,0.0099997
30,0,0.85,0,0.099997,0,0.01
30,0,0.9,0,0.099993,0,0.010001
30,0,0.95,0,0.099991,0,0.010001
30,0,1,0,0.099991,0,0.010001
31,0,0,0,0.10002,0,0.0099975
31,0,0.05,0,0.10002,0,0.0099976
