Time,x,y,Ux,Uy,p,,
0.2,0.6,0.45,-0.034066,-0.0088778,0.025965,,
0.2,0.65,0.45,-0.032361,-0.013713,0.031652,,
0.2,0.7,0.45,-0.029778,-0.018471,0.036997,,
0.2,0.75,0.45,-0.026247,-0.023017,0.041804,,
0.2,0.8,0.45,-0.021722,-0.027116,0.045857,,
0.2,0.85,0.45,-0.016214,-0.030247,0.048934,,
0.2,0.9,0.45,-0.0099405,-0.030873,0.050793,,
0.2,0.95,0.45,-0.0041621,-0.024299,0.051073,,
0.2,1,0.45,0,0,0.050761,,
0.2,0,0.5,0,0,-0.02346,,
0.2,0.05,0.5,-0.0045633,0.028082,-0.023848,,
0.2,0.1,0.5,-0.010875,0.035673,-0.023736,,
0.2,0.15,0.5,-0.017722,0.035061,-0.022087,,
0.2,0.2,0.5,-0.023759,0.031694,-0.019255,,
0.2,0.25,0.5,-0.028788,0.027289,-0.01542,,
0.2,0.3,0.5,-0.03282,0.022387,-0.010729,,
0.2,0.35,0.5,-0.03591,0.017218,-0.0053355,,
0.2,0.4,0.5,-0.038133,0.011903,0.00061179,,
0.2,0.45,0.5,-0.03956,0.0064985,0.0069743,,
0.2,0.5,0.5,-0.040234,0.0010219,0.01362,,
0.2,0.55,0.5,-0.040162,-0.0045332,0.020416,,
0.2,0.6,0.5,-0.03931,-0.010175,0.027224,,
0.2,0.65,0.5,-0.037597,-0.015893,0.033888,,
0.2,0.7,0.5,-0.034905,-0.02163,0.040223,,
0.2,0.75,0.5,-0.031094,-0.027249,0.046002,,
0.2,0.8,0.5,-0.026035,-0.032463,0.050958,,
0.2,0.85,0.5,-0.019661,-0.036597,0.054796,,
0.2,0.9,0.5,-0.012182,-0.03768,0.057167,,
0.2,0.95,0.5,-0.0051461,-0.029831,0.057573,,
0.2,1,0.5,0,0,0.057208,,
0.2,0,0.55,0,0,-0.03073,,
0.2,0.05,0.55,-0.0056363,0.03413,-0.031195,,
0.2,0.1,0.55,-0.013292,0.043087,-0.031027,,
0.2,0.15,0.55,-0.021412,0.041986,-0.028985,,
0.2,0.2,0.55,-0.028361,0.037586,-0.025546,,
0.2,0.25,0.55,-0.033968,0.032056,-0.02096,,
0.2,0.3,0.55,-0.038328,0.026085,-0.01542,,
0.2,0.35,0.55,-0.041587,0.019951,-0.0091142,,
0.2,0.4,0.55,-0.043896,0.013774,-0.0022123,,
0.2,0.45,0.55,-0.045383,0.0075873,0.0051376,,
0.2,0.5,0.55,-0.04613,0.0013657,0.012803,,
0.2,0.55,0.55,-0.046159,-0.0049466,0.020658,,
0.2,0.6,0.55,-0.045426,-0.011413,0.028573,,
0.2,0.65,0.55,-0.043818,-0.018078,0.036395,,
0.2,0.7,0.55,-0.041147,-0.024932,0.043934,,
0.2,0.75,0.55,-0.037169,-0.031857,0.050938,,
0.2,0.8,0.55,-0.031619,-0.038526,0.057079,,
0.2,0.85,0.55,-0.024277,-0.044076,0.06196,,
0.2,0.9,0.55,-0.015284,-0.045949,0.065072,,
0.2,0.95,0.55,-0.0065504,-0.036689,0.065692,,
0.2,1,0.55,0,0,0.065271,,
0.2,0,0.6,0,0,-0.039699,,
0.2,0.05,0.6,-0.0071629,0.041607,-0.040255,,
0.2,0.1,0.6,-0.01661,0.052044,-0.03998,,
0.2,0.15,0.6,-0.0263,0.05009,-0.037381,,
0.2,0.2,0.6,-0.034247,0.044237,-0.033129,,
0.2,0.25,0.6,-0.040373,0.037244,-0.02758,,
0.2,0.3,0.6,-0.044936,0.029979,-0.020991,,
0.2,0.35,0.6,-0.048222,0.022756,-0.013593,,
0.2,0.4,0.6,-0.050496,0.015676,-0.0055774,,
0.2,0.45,0.6,-0.051967,0.0087212,0.0029016,,
0.2,0.5,0.6,-0.052766,0.0018013,0.01172,,
0.2,0.55,0.6,-0.05294,-0.0052148,0.020769,,
0.2,0.6,0.6,-0.052441,-0.012474,0.029942,,
0.2,0.65,0.6,-0.051116,-0.02011,0.039109,,
0.2,0.7,0.6,-0.048698,-0.028203,0.048092,,
0.2,0.75,0.6,-0.044799,-0.036705,0.056628,,
0.2,0.8,0.6,-0.038934,-0.045288,0.06433,,
0.2,0.85,0.6,-0.030603,-0.052879,0.070667,,
0.2,0.9,0.6,-0.019744,-0.056134,0.074889,,
0.2,0.95,0.6,-0.0086685,-0.04542,0.075897,,
0.2,1,0.6,0,0,0.075436,,
0.2,0,0.65,0,0,-0.050873,,
0.2,0.05,0.65,-0.0094578,0.051087,-0.051517,,
0.2,0.1,0.65,-0.021343,0.062997,-0.051018,,
0.2,0.15,0.65,-0.032934,0.059555,-0.047594,,
0.2,0.2,0.65,-0.041871,0.051613,-0.042226,,
0.2,0.25,0.65,-0.048318,0.042702,-0.035425,,
0.2,0.3,0.65,-0.05282,0.033878,-0.027532,,
0.2,0.35,0.65,-0.05588,0.025458,-0.018829,,
0.2,0.4,0.65,-0.057918,0.017478,-0.0095279,,
0.2,0.45,0.65,-0.059244,0.0098335,0.00021916,,
0.2,0.5,0.65,-0.060051,0.002336,0.010309,,
0.2,0.55,0.65,-0.060419,-0.0052489,0.020667,,
0.2,0.6,0.65,-0.060305,-0.013182,0.031229,,
0.2,0.65,0.65,-0.059531,-0.02173,0.041915,,
0.2,0.7,0.65,-0.057742,-0.031125,0.052592,,
0.2,0.75,0.65,-0.054375,-0.041479,0.063018,,
0.2,0.8,0.65,-0.048629,-0.052565,0.072773,,
0.2,0.85,0.65,-0.03951,-0.063143,0.081179,,
0.2,0.9,0.65,-0.026461,-0.068847,0.08712,,
0.2,0.95,0.65,-0.012093,-0.056913,0.088889,,
0.2,1,0.65,0,0,0.088479,,
0.2,0,0.7,0,0,-0.065062,,
0.2,0.05,0.7,-0.013138,0.063501,-0.065734,,
0.2,0.1,0.7,-0.028394,0.076544,-0.064732,,
0.2,0.15,0.7,-0.042156,0.070486,-0.060028,,
0.2,0.2,0.7,-0.051837,0.059513,-0.053085,,
0.2,0.25,0.7,-0.058147,0.048099,-0.044628,,
0.2,0.3,0.7,-0.062103,0.037439,-0.035103,,
0.2,0.35,0.7,-0.064521,0.027766,-0.024845,,
0.2,0.4,0.7,-0.066012,0.018974,-0.014078,,
0.2,0.45,0.7,-0.066994,0.010812,-0.0029369,,
0.2,0.5,0.7,-0.067726,0.002962,0.0085124,,
0.2,0.55,0.7,-0.068329,-0.0049408,0.020251,,
0.2,0.6,0.7,-0.068786,-0.013299,0.032285,,
0.2,0.65,0.7,-0.068915,-0.022554,0.044618,,
0.2,0.7,0.7,-0.068313,-0.033171,0.057211,,
0.2,0.75,0.7,-0.066245,-0.045563,0.069914,,
0.2,0.8,0.7,-0.061502,-0.059826,0.082349,,
0.2,0.85,0.7,-0.052305,-0.074764,0.093724,,
0.2,0.9,0.7,-0.037045,-0.084831,0.10243,,
0.2,0.95,0.7,-0.018024,-0.072675,0.10581,,
0.2,1,0.7,0,0,0.10577,,
0.2,0,0.75,0,0,-0.08372,,
0.2,0.05,0.75,-0.019407,0.080428,-0.084152,,
0.2,0.1,0.75,-0.039275,0.093391,-0.081965,,
0.2,0.15,0.75,-0.055072,0.082742,-0.07518,,
0.2,0.2,0.75,-0.064669,0.06739,-0.065958,,
0.2,0.25,0.75,-0.069883,0.052794,-0.055282,,
0.2,0.3,0.75,-0.072451,0.040088,-0.043703,,
0.2,0.35,0.75,-0.073574,0.029231,-0.031597,,
0.2,0.4,0.75,-0.074054,0.019851,-0.019182,,
0.2,0.45,0.75,-0.074399,0.011482,-0.0065503,,
0.2,0.5,0.75,-0.074911,0.0036385,0.0062966,,
0.2,0.55,0.75,-0.075748,-0.004185,0.019418,,
0.2,0.6,0.75,-0.076943,-0.012541,0.032917,,
0.2,0.65,0.75,-0.078374,-0.022071,0.046924,,
0.2,0.7,0.75,-0.079675,-0.033549,0.061561,,
0.2,0.75,0.75,-0.080046,-0.047881,0.076877,,
0.2,0.8,0.75,-0.077893,-0.065865,0.092712,,
0.2,0.85,0.75,-0.07035,-0.086915,0.10835,,
0.2,0.9,0.75,-0.053868,-0.10456,0.12167,,
0.2,0.95,0.75,-0.028575,-0.095067,0.12866,,
0.2,1,0.75,0,0,0.12996,,
0.2,0,0.8,0,0,-0.10981,,
0.2,0.05,0.8,-0.030295,0.10434,-0.10909,,
0.2,0.1,0.8,-0.055734,0.11381,-0.10398,,
0.2,0.15,0.8,-0.071781,0.095305,-0.093662,,
0.2,0.2,0.8,-0.07899,0.073884,-0.081072,,
0.2,0.25,0.8,-0.081147,0.055541,-0.067376,,
0.2,0.3,0.8,-0.080862,0.040847,-0.053201,,
0.2,0.35,0.8,-0.079672,0.029154,-0.03892,,
0.2,0.4,0.8,-0.078463,0.019644,-0.02469,,
0.2,0.45,0.8,-0.077732,0.011561,-0.010519,,
0.2,0.5,0.8,-0.077755,0.0042397,0.0036891,,
0.2,0.55,0.8,-0.078698,-0.0029498,0.018094,,
0.2,0.6,0.8,-0.080661,-0.010676,0.032921,,
0.2,0.65,0.8,-0.083658,-0.019753,0.048459,,
0.2,0.7,0.8,-0.087522,-0.031288,0.065051,,
0.2,0.75,0.8,-0.091661,-0.046857,0.083085,,
0.2,0.8,0.8,-0.094387,-0.068509,0.10292,,
0.2,0.85,0.8,-0.091769,-0.097401,0.12443,,
0.2,0.9,0.8,-0.077579,-0.12746,0.14536,,
0.2,0.95,0.8,-0.04557,-0.12787,0.16041,,
0.2,1,0.8,0,0,0.16562,,
0.2,0,0.85,0,0,-0.14989,,
0.2,0.05,0.85,-0.04665,0.13786,-0.14498,,
0.2,0.1,0.85,-0.074378,0.135,-0.13237,,
0.2,0.15,0.85,-0.083061,0.10402,-0.116,,
0.2,0.2,0.85,-0.082033,0.07545,-0.098359,,
0.2,0.25,0.85,-0.077263,0.05376,-0.080535,,
0.2,0.3,0.85,-0.071669,0.037978,-0.063118,,
0.2,0.35,0.85,-0.06665,0.026409,-0.046348,,
0.2,0.4,0.85,-0.062809,0.017628,-0.030209,,
0.2,0.45,0.85,-0.060378,0.010577,-0.014544,,
0.2,0.5,0.85,-0.059453,0.0044585,0.00088076,,
0.2,0.55,0.85,-0.060124,-0.0014102,0.016354,,
0.2,0.6,0.85,-0.062529,-0.0077173,0.032225,,
0.2,0.65,0.85,-0.066858,-0.015334,0.048938,,
0.2,0.7,0.85,-0.073329,-0.025607,0.067084,,
0.2,0.75,0.85,-0.081965,-0.040831,0.087487,,
0.2,0.8,0.85,-0.091716,-0.064901,0.1114,,
0.2,0.85,0.85,-0.098535,-0.10266,0.14016,,
0.2,0.9,0.85,-0.095325,-0.15168,0.17229,,
0.2,0.95,0.85,-0.062627,-0.17763,0.20502,,
0.2,1,0.85,0,0,0.22135,,
0.2,0,0.9,0,0,-0.21739,,
0.2,0.05,0.9,-0.049424,0.1842,-0.19822,,
0.2,0.1,0.9,-0.056645,0.1458,-0.16587,,
0.2,0.15,0.9,-0.035965,0.098063,-0.14008,,
0.2,0.2,0.9,-0.01568,0.065132,-0.11553,,
0.2,0.25,0.9,0.0013739,0.043434,-0.092654,,
0.2,0.3,0.9,0.014907,0.029221,-0.071725,,
0.2,0.35,0.9,0.025033,0.019715,-0.052543,,
0.2,0.4,0.9,0.032166,0.013031,-0.034726,,
0.2,0.45,0.9,0.036739,0.0079893,-0.017866,,
0.2,0.5,0.9,0.039049,0.003829,-0.0015548,,
0.2,0.55,0.9,0.039209,-2.51E-05,0.014624,,
0.2,0.6,0.9,0.037138,-0.0041213,0.031126,,
0.2,0.65,0.9,0.032512,-0.0091803,0.048523,,
0.2,0.7,0.9,0.024675,-0.01647,0.067631,,
0.2,0.75,0.9,0.012588,-0.028588,0.08979,,
0.2,0.8,0.9,-0.0046158,-0.051038,0.1176,,
0.2,0.85,0.9,-0.025185,-0.093935,0.15549,,
0.2,0.9,0.9,-0.050248,-0.16525,0.20296,,
0.2,0.95,0.9,-0.040763,-0.23363,0.27809,,
0.2,1,0.9,0,0,0.3279,,
0.2,0,0.95,0,0,-0.36897,,
0.2,0.05,0.95,0.11378,0.17176,-0.29326,,
0.2,0.1,0.95,0.16589,0.11524,-0.19284,,
0.2,0.15,0.95,0.23689,0.068166,-0.15246,,
0.2,0.2,0.95,0.28044,0.041132,-0.12304,,
0.2,0.25,0.95,0.30742,0.025365,-0.097274,,
0.2,0.3,0.95,0.32546,0.016042,-0.074695,,
0.2,0.35,0.95,0.33773,0.010401,-0.054628,,
0.2,0.4,0.95,0.34597,0.0067784,-0.036302,,
0.2,0.45,0.95,0.35127,0.0042483,-0.019131,,
0.2,0.5,0.95,0.35427,0.0022944,-0.0026363,,
0.2,0.55,0.95,0.35526,0.00058603,0.013637,,
0.2,0.6,0.95,0.35429,-0.0011609,0.030182,,
0.2,0.65,0.95,0.35105,-0.0033175,0.047628,,
0.2,0.7,0.95,0.34474,-0.00659,0.066984,,
0.2,0.75,0.95,0.33357,-0.012624,0.090207,,
0.2,0.8,0.95,0.31401,-0.025435,0.12173,,
0.2,0.85,0.95,0.2811,-0.054432,0.17167,,
0.2,0.9,0.95,0.21087,-0.11533,0.25233,,
0.2,0.95,0.95,0.15207,-0.19219,0.42383,,
0.2,1,0.95,0,0,0.54597,,
0.2,0,1,0.5,0,-0.47771,,
0.2,0.05,1,1,0,-0.35646,,
0.2,0.1,1,1,0,-0.20232,,
0.2,0.15,1,1,0,-0.15294,,
0.2,0.2,1,1,0,-0.12253,,
0.2,0.25,1,1,0,-0.096537,,
0.2,0.3,1,1,0,-0.074028,,
0.2,0.35,1,1,0,-0.054173,,
0.2,0.4,1,1,0,-0.036053,,
0.2,0.45,1,1,0,-0.019048,,
0.2,0.5,1,1,0,-0.0026979,,
0.2,0.55,1,1,0,0.013431,,
0.2,0.6,1,1,0,0.029818,,
0.2,0.65,1,1,0,0.047104,,
0.2,0.7,1,1,0,0.06638,,
0.2,0.75,1,1,0,0.08994,,
0.2,0.8,1,1,0,0.12325,,
0.2,0.85,1,1,0,0.17998,,
0.2,0.9,1,1,0,0.28501,,
0.2,0.95,1,1,0,0.52258,,
0.2,1,1,0.5,0,0.69178,,
0.2,0,0,0,0,-5.75E-09,,0.1
0.2,0.05,0,0,0,-0.00010767,,0.1
0.2,0.1,0,0,0,-3.03E-05,,0.1
0.2,0.15,0,0,0,0.0005957,,0.1
0.2,0.2,0,0,0,0.0017103,,0.1
0.2,0.25,0,0,0,0.0032694,,0.1
0.2,0.3,0,0,0,0.0052242,,0.1
0.2,0.35,0,0,0,0.0075149,,0.1
0.2,0.4,0,0,0,0.010072,,0.1
0.2,0.45,0,0,0,0.01282,,0.1
0.2,0.5,0,0,0,0.015676,,0.1
0.2,0.55,0,0,0,0.018552,,0.1
0.2,0.6,0,0,0,0.021359,,0.1
0.2,0.65,0,0,0,0.024009,,0.1
0.2,0.7,0,0,0,0.026414,,0.1
0.2,0.75,0,0,0,0.028492,,0.1
0.2,0.8,0,0,0,0.030168,,0.1
0.2,0.85,0,0,0,0.031381,,0.1
0.2,0.9,0,0,0,0.032074,,0.1
0.2,0.95,0,0,0,0.032182,,0.1
0.2,1,0,0,0,0.032079,,0.1
0.2,0,0.05,0,0,0.00010458,,0.1
0.2,0.05,0.05,-0.001097,0.0010799,-6.41E-06,,0.1
0.2,0.1,0.05,-0.0027337,0.0014682,7.03E-05,,0.1
0.2,0.15,0.05,-0.0046259,0.0014876,0.00069755,,0.1
0.2,0.2,0.05,-0.0064168,0.0013773,0.0018055,,0.1
0.2,0.25,0.05,-0.008025,0.0012142,0.0033521,,0.1
0.2,0.3,0.05,-0.0094078,0.0010174,0.0052914,,0.1
0.2,0.35,0.05,-0.010529,0.0007943,0.0075649,,0.1
0.2,0.4,0.05,-0.01136,0.00055092,0.010104,,0.1
0.2,0.45,0.05,-0.011879,0.000293,0.012833,,0.1
0.2,0.5,0.05,-0.012074,2.63E-05,0.01567,,0.1
0.2,0.55,0.05,-0.011936,-0.00024314,0.018528,,0.1
0.2,0.6,0.05,-0.011467,-0.00050923,0.021318,,0.1
0.2,0.65,0.05,-0.010675,-0.00076535,0.023952,,0.1
0.2,0.7,0.05,-0.0095764,-0.0010045,0.026342,,0.1
0.2,0.75,0.05,-0.0081974,-0.0012189,0.028407,,0.1
0.2,0.8,0.05,-0.0065735,-0.001399,0.030074,,0.1
0.2,0.85,0.05,-0.0047492,-0.0015231,0.031282,,0.1
0.2,0.9,0.05,-0.0028115,-0.0015108,0.031978,,0.1
0.2,0.95,0.05,-0.0011302,-0.0011154,0.032085,,0.1
0.2,1,0.05,0,0,0.031979,,0.1
0.2,0,0.1,0,0,2.73E-05,,0.1
0.2,0.05,0.1,-0.0015626,0.0027441,-9.75E-05,,0.1
0.2,0.1,0.1,-0.0037935,0.003627,-3.11E-05,,0.1
0.2,0.15,0.1,-0.0063319,0.0036571,0.00060338,,0.1
0.2,0.2,0.1,-0.0087283,0.0033851,0.0017172,,0.1
0.2,0.25,0.1,-0.010878,0.0029829,0.0032687,,0.1
0.2,0.3,0.1,-0.012724,0.0024969,0.0052148,,0.1
0.2,0.35,0.1,-0.014219,0.0019466,0.0074976,,0.1
0.2,0.4,0.1,-0.015325,0.0013471,0.010049,,0.1
0.2,0.45,0.1,-0.016015,0.00071288,0.012793,,0.1
0.2,0.5,0.1,-0.016271,5.81E-05,0.015647,,0.1
0.2,0.55,0.1,-0.016085,-0.000603,0.018523,,0.1
0.2,0.6,0.1,-0.015458,-0.0012554,0.021334,,0.1
0.2,0.65,0.1,-0.0144,-0.0018831,0.023988,,0.1
0.2,0.7,0.1,-0.012933,-0.0024691,0.026399,,0.1
0.2,0.75,0.1,-0.011092,-0.0029944,0.028482,,0.1
0.2,0.8,0.1,-0.0089229,-0.0034346,0.030164,,0.1
0.2,0.85,0.1,-0.006485,-0.0037374,0.031387,,0.1
0.2,0.9,0.1,-0.0038902,-0.0037222,0.032096,,0.1
0.2,0.95,0.1,-0.0016041,-0.002823,0.032194,,0.1
0.2,1,0.1,0,0,0.032074,,0.1
0.2,0,0.15,0,0,-0.00060159,,0.1
0.2,0.05,0.15,-0.0017534,0.0048116,-0.00074668,,0.1
0.2,0.1,0.15,-0.0042448,0.0062694,-0.00069604,,0.1
0.2,0.15,0.15,-0.0070682,0.0063004,-4.04E-05,,0.1
0.2,0.2,0.15,-0.009725,0.0058268,0.001116,,0.1
0.2,0.25,0.15,-0.012103,0.0051308,0.0027272,,0.1
0.2,0.3,0.15,-0.014142,0.0042912,0.0047488,,0.1
0.2,0.35,0.15,-0.01579,0.0033424,0.0071209,,0.1
0.2,0.4,0.15,-0.017009,0.0023108,0.009773,,0.1
0.2,0.45,0.15,-0.01777,0.001221,0.012627,,0.1
0.2,0.5,0.15,-0.018055,9.69E-05,0.015597,,0.1
0.2,0.55,0.15,-0.017854,-0.0010375,0.018594,,0.1
0.2,0.6,0.15,-0.017169,-0.0021574,0.021526,,0.1
0.2,0.65,0.15,-0.016008,-0.0032361,0.024298,,0.1
0.2,0.7,0.15,-0.014395,-0.0042446,0.02682,,0.1
0.2,0.75,0.15,-0.012363,-0.00515,0.029003,,0.1
0.2,0.8,0.15,-0.0099618,-0.00591,0.030768,,0.1
0.2,0.85,0.15,-0.0072549,-0.0064353,0.032052,,0.1
0.2,0.9,0.15,-0.0043629,-0.0064293,0.032794,,0.1
0.2,0.95,0.15,-0.0018041,-0.0049441,0.032881,,0.1
0.2,1,0.15,0,0,0.03274,,0.1
0.2,0,0.2,0,0,-0.0017668,,0.1
0.2,0.05,0.2,-0.0019105,0.0070504,-0.001931,,0.1
0.2,0.1,0.2,-0.0046293,0.0091282,-0.0018886,,0.1
0.2,0.15,0.2,-0.0077061,0.0091519,-0.0011911,,0.1
0.2,0.2,0.2,-0.010593,0.0084538,4.38E-05,,0.1
0.2,0.25,0.2,-0.013169,0.0074365,0.0017651,,0.1
0.2,0.3,0.2,-0.015371,0.0062139,0.0039246,,0.1
0.2,0.35,0.2,-0.017149,0.0048367,0.0064581,,0.1
0.2,0.4,0.2,-0.018463,0.0033432,0.009291,,0.1
0.2,0.45,0.2,-0.019286,0.0017683,0.012341,,0.1
0.2,0.5,0.2,-0.019599,0.00014524,0.015517,,0.1
0.2,0.55,0.2,-0.019394,-0.0014931,0.018727,,0.1
0.2,0.6,0.2,-0.018668,-0.0031126,0.021872,,0.1
0.2,0.65,0.2,-0.01743,-0.0046761,0.024853,,0.1
0.2,0.7,0.2,-0.015698,-0.0061424,0.02757,,0.1
0.2,0.75,0.2,-0.013505,-0.0074638,0.029928,,0.1
0.2,0.8,0.2,-0.010901,-0.0085779,0.03184,,0.1
0.2,0.85,0.2,-0.0079501,-0.0093548,0.033233,,0.1
0.2,0.9,0.2,-0.0047839,-0.0093691,0.034038,,0.1
0.2,0.95,0.2,-0.0019769,-0.0072503,0.034123,,0.1
0.2,1,0.2,0,0,0.033964,,0.1
0.2,0,0.25,0,0,-0.0034978,,0.1
0.2,0.05,0.25,-0.0021113,0.0094954,-0.0036823,,0.1
0.2,0.1,0.25,-0.0051161,0.01225,-0.0036415,,0.1
0.2,0.15,0.25,-0.0085103,0.012258,-0.0028783,,0.1
0.2,0.2,0.25,-0.011683,0.011306,-0.0015253,,0.1
0.2,0.25,0.25,-0.014503,0.0099316,0.00035962,,0.1
0.2,0.3,0.25,-0.016906,0.0082891,0.0027223,,0.1
0.2,0.35,0.25,-0.01884,0.0064472,0.0054926,,0.1
0.2,0.4,0.25,-0.020268,0.004457,0.0085892,,0.1
0.2,0.45,0.25,-0.021165,0.0023635,0.011923,,0.1
0.2,0.5,0.25,-0.021516,0.00020812,0.0154,,0.1
0.2,0.55,0.25,-0.021308,-0.0019687,0.018918,,0.1
0.2,0.6,0.25,-0.02054,-0.004125,0.022373,,0.1
0.2,0.65,0.25,-0.019214,-0.0062144,0.025657,,0.1
0.2,0.7,0.25,-0.017343,-0.0081832,0.02866,,0.1
0.2,0.75,0.25,-0.014956,-0.0099679,0.031277,,0.1
0.2,0.8,0.25,-0.012101,-0.011483,0.033406,,0.1
0.2,0.85,0.25,-0.0088425,-0.01255,0.034963,,0.1
0.2,0.9,0.25,-0.0053274,-0.012599,0.035864,,0.1
0.2,0.95,0.25,-0.002202,-0.009786,0.03596,,0.1
0.2,1,0.25,0,0,0.035781,,0.1
0.2,0,0.3,0,0,-0.0058506,,0.1
0.2,0.05,0.3,-0.0023787,0.012223,-0.0060597,,0.1
0.2,0.1,0.3,-0.005759,0.015726,-0.0060161,,0.1
0.2,0.15,0.3,-0.0095653,0.015705,-0.00516,,0.1
0.2,0.2,0.3,-0.013106,0.014458,-0.003644,,0.1
0.2,0.25,0.3,-0.016234,0.012676,-0.0015357,,0.1
0.2,0.3,0.3,-0.018885,0.010563,0.0011024,,0.1
0.2,0.35,0.3,-0.02101,0.0082079,0.0041913,,0.1
0.2,0.4,0.3,-0.022577,0.0056759,0.0076414,,0.1
0.2,0.45,0.3,-0.023566,0.0030212,0.011356,,0.1
0.2,0.5,0.3,-0.023963,0.00029196,0.015233,,0.1
0.2,0.55,0.3,-0.023758,-0.0024666,0.019163,,0.1
0.2,0.6,0.3,-0.022943,-0.0052071,0.023033,,0.1
0.2,0.65,0.3,-0.021516,-0.0078758,0.026725,,0.1
0.2,0.7,0.3,-0.01948,-0.010408,0.030118,,0.1
0.2,0.75,0.3,-0.016855,-0.012722,0.033088,,0.1
0.2,0.8,0.3,-0.013682,-0.014704,0.035518,,0.1
0.2,0.85,0.3,-0.010027,-0.016119,0.037305,,0.1
0.2,0.9,0.3,-0.0060542,-0.016224,0.038344,,0.1
0.2,0.95,0.3,-0.0025056,-0.012638,0.038461,,0.1
0.2,1,0.3,0,0,0.038258,,0.1
0.2,0,0.35,0,0,-0.0089026,,0.1
0.2,0.05,0.35,-0.0027289,0.01532,-0.0091424,,0.1
0.2,0.1,0.35,-0.006595,0.019664,-0.0090919,,0.1
0.2,0.15,0.35,-0.010927,0.01959,-0.008111,,0.1
0.2,0.2,0.35,-0.014928,0.017987,-0.0063795,,0.1
0.2,0.25,0.35,-0.018434,0.01573,-0.0039794,,0.1
0.2,0.3,0.35,-0.021383,0.013078,-0.00098488,,0.1
0.2,0.35,0.35,-0.023732,0.010148,0.0025132,,0.1
0.2,0.4,0.35,-0.025459,0.0070196,0.0064146,,0.1
0.2,0.45,0.35,-0.026554,0.0037546,0.010613,,0.1
0.2,0.5,0.35,-0.027008,0.00040453,0.014998,,0.1
0.2,0.55,0.35,-0.026812,-0.0029846,0.019452,,0.1
0.2,0.6,0.35,-0.025953,-0.0063646,0.023854,,0.1
0.2,0.65,0.35,-0.024419,-0.009678,0.028072,,0.1
0.2,0.7,0.35,-0.022198,-0.01285,0.031972,,0.1
0.2,0.75,0.35,-0.019293,-0.015781,0.035409,,0.1
0.2,0.8,0.35,-0.015732,-0.018323,0.038241,,0.1
0.2,0.85,0.35,-0.011578,-0.020169,0.040339,,0.1
0.2,0.9,0.35,-0.0070137,-0.020369,0.041571,,0.1
0.2,0.95,0.35,-0.0029096,-0.015913,0.04172,,0.1
0.2,1,0.35,0,0,0.041488,,0.1
0.2,0,0.4,0,0,-0.012757,,0.1
0.2,0.05,0.4,-0.0031837,0.018896,-0.013035,,0.1
0.2,0.1,0.4,-0.007672,0.024189,-0.012973,,0.1
0.2,0.15,0.4,-0.012666,0.024022,-0.011828,,0.1
0.2,0.2,0.4,-0.01723,0.021977,-0.0098174,,0.1
0.2,0.25,0.4,-0.021184,0.01915,-0.0070451,,0.1
0.2,0.3,0.4,-0.024473,0.015872,-0.0036012,,0.1
0.2,0.35,0.4,-0.02707,0.012292,0.00040755,,0.1
0.2,0.4,0.4,-0.028972,0.0085036,0.0048678,,0.1
0.2,0.45,0.4,-0.030182,0.0045751,0.0096629,,0.1
0.2,0.5,0.4,-0.030703,0.00055551,0.014673,,0.1
0.2,0.55,0.4,-0.030528,-0.0035149,0.019774,,0.1
0.2,0.6,0.4,-0.029637,-0.0075941,0.024834,,0.1
0.2,0.65,0.4,-0.028003,-0.011628,0.029712,,0.1
0.2,0.7,0.4,-0.025591,-0.015535,0.034254,,0.1
0.2,0.75,0.4,-0.022376,-0.019199,0.038293,,0.1
0.2,0.8,0.4,-0.018361,-0.022431,0.041655,,0.1
0.2,0.85,0.4,-0.013592,-0.024829,0.044171,,0.1
0.2,0.9,0.4,-0.0082741,-0.025187,0.045666,,0.1
0.2,0.95,0.4,-0.003445,-0.019741,0.045866,,0.1
0.2,1,0.4,0,0,0.045599,,0.1
0.2,0,0.45,0,0,-0.017549,,0.1
0.2,0.05,0.45,-0.0037768,0.023089,-0.017877,,0.1
0.2,0.1,0.45,-0.0090618,0.029459,-0.017795,,0.1
0.2,0.15,0.45,-0.014881,0.02913,-0.016434,,0.1
0.2,0.2,0.45,-0.020122,0.026517,-0.014065,,0.1
0.2,0.25,0.45,-0.024589,0.02299,-0.010823,,0.1
0.2,0.3,0.45,-0.028248,0.018972,-0.0068207,,0.1
0.2,0.35,0.45,-0.031101,0.014651,-0.0021859,,0.1
0.2,0.4,0.45,-0.033176,0.010134,0.0029521,,0.1
0.2,0.45,0.45,-0.034502,0.0054899,0.0084654,,0.1
0.2,0.5,0.45,-0.035098,0.00075673,0.014227,,0.1
0.2,0.55,0.45,-0.034961,-0.0040407,0.020106,,0.1
0.2,0.6,0.45,-0.034066,-0.0088778,0.025965,,0.1
0.2,0.65,0.45,-0.032361,-0.013713,0.031652,,0.1
0.2,0.7,0.45,-0.029778,-0.018471,0.036997,,0.1
0.2,0.75,0.45,-0.026247,-0.023017,0.041804,,0.1
0.2,0.8,0.45,-0.021722,-0.027116,0.045857,,0.1
0.2,0.85,0.45,-0.016214,-0.030247,0.048934,,0.1
0.2,0.9,0.45,-0.0099405,-0.030873,0.050793,,0.1
0.2,0.95,0.45,-0.0041621,-0.024299,0.051073,,0.1
